"","Ch1","Ch2","Ch3","Ch4","No"
"14257",0.046,0.038,0.12,0.796,14257
"14258",0.022,0.044,0.714,0.22,14258
"14259",0.11,0.01,0.71,0.17,14259
"14260",0.092,0.044,0.102,0.762,14260
"14261",0.128,0.336,0.096,0.44,14261
"14262",0.072,0.076,0.088,0.764,14262
"14263",0.032,0.098,0.08,0.79,14263
"14264",0.056,0.732,0.032,0.18,14264
"14265",0.042,0.082,0.03,0.846,14265
"14266",0.072,0.138,0.1,0.69,14266
"14267",0.068,0.046,0.744,0.142,14267
"14268",0.7,0.13,0.03,0.14,14268
"14269",0.1,0.062,0.082,0.756,14269
"14270",0.042,0.096,0.034,0.828,14270
"14271",0.082,0.022,0.092,0.804,14271
"14272",0.026,0.754,0.04,0.18,14272
"14273",0.076,0.03,0.78,0.114,14273
"14274",0.134,0.024,0.044,0.798,14274
"14275",0.156,0.3,0.076,0.468,14275
"14276",0.032,0.03,0.84,0.098,14276
"14277",0.082,0.064,0.054,0.8,14277
"14278",0.096,0.708,0.03,0.166,14278
"14279",0.164,0.036,0.032,0.768,14279
"14280",0.128,0.236,0.26,0.376,14280
"14281",0.056,0.748,0.038,0.158,14281
"14282",0.022,0.738,0.082,0.158,14282
"14283",0.022,0.772,0.046,0.16,14283
"14284",0.68,0.208,0.02,0.092,14284
"14285",0.022,0.018,0.822,0.138,14285
"14286",0.072,0.472,0.148,0.308,14286
"14287",0.208,0.132,0.32,0.34,14287
"14288",0.58,0.072,0.05,0.298,14288
"14289",0.112,0.694,0.078,0.116,14289
"14290",0.226,0.09,0.218,0.466,14290
"14291",0.762,0.04,0.096,0.102,14291
"14292",0.158,0.07,0.044,0.728,14292
"14293",0.09,0.054,0.734,0.122,14293
"14294",0.096,0.064,0.042,0.798,14294
"14295",0.05,0.136,0.746,0.068,14295
"14296",0.154,0.19,0.296,0.36,14296
"14297",0.066,0.12,0.096,0.718,14297
"14298",0.118,0.04,0.734,0.108,14298
"14299",0.206,0.162,0.192,0.44,14299
"14300",0.168,0.046,0.65,0.136,14300
"14301",0.068,0.076,0.078,0.778,14301
"14302",0.058,0.826,0.044,0.072,14302
"14303",0.052,0.132,0.048,0.768,14303
"14304",0.03,0.174,0.716,0.08,14304
"14305",0.062,0.126,0.042,0.77,14305
"14306",0.06,0.15,0.686,0.104,14306
"14307",0.77,0.06,0.072,0.098,14307
"14308",0.128,0.14,0.676,0.056,14308
"14309",0.754,0.06,0.12,0.066,14309
"14310",0.724,0.11,0.046,0.12,14310
"14311",0.16,0.274,0.39,0.176,14311
"14312",0.058,0.784,0.078,0.08,14312
"14313",0.146,0.354,0.308,0.192,14313
"14314",0.73,0.1,0.116,0.054,14314
"14315",0.12,0.684,0.072,0.124,14315
"14316",0.102,0.33,0.456,0.112,14316
"14317",0.716,0.07,0.1,0.114,14317
"14318",0.13,0.682,0.104,0.084,14318
"14319",0.112,0.138,0.684,0.066,14319
"14320",0.084,0.696,0.12,0.1,14320
"14321",0.072,0.688,0.184,0.056,14321
"14322",0.134,0.174,0.528,0.164,14322
"14323",0.046,0.746,0.142,0.066,14323
"14324",0.046,0.706,0.19,0.058,14324
"14325",0.266,0.25,0.134,0.35,14325
"14326",0.064,0.082,0.146,0.708,14326
"14327",0.116,0.662,0.088,0.134,14327
"14328",0.202,0.15,0.27,0.378,14328
"14329",0.714,0.102,0.136,0.048,14329
"14330",0.47,0.112,0.136,0.282,14330
"14331",0.68,0.176,0.04,0.104,14331
"14332",0.058,0.8,0.042,0.1,14332
"14333",0.67,0.124,0.056,0.15,14333
"14334",0.778,0.044,0.06,0.118,14334
"14335",0.118,0.758,0.036,0.088,14335
"14336",0.132,0.038,0.67,0.16,14336
"14337",0.13,0.802,0.026,0.042,14337
"14338",0.048,0.804,0.046,0.102,14338
"14339",0.278,0.128,0.168,0.426,14339
"14340",0.672,0.144,0.068,0.116,14340
"14341",0.056,0.052,0.812,0.08,14341
"14342",0.412,0.298,0.084,0.206,14342
"14343",0.04,0.064,0.762,0.134,14343
"14344",0.156,0.278,0.118,0.448,14344
"14345",0.094,0.352,0.13,0.424,14345
"14346",0.722,0.092,0.096,0.09,14346
"14347",0.19,0.294,0.308,0.208,14347
"14348",0.046,0.758,0.14,0.056,14348
"14349",0.04,0.116,0.796,0.048,14349
"14350",0.078,0.778,0.042,0.102,14350
"14351",0.642,0.16,0.136,0.062,14351
"14352",0.788,0.132,0.022,0.058,14352
"14353",0.032,0.884,0.042,0.042,14353
"14354",0.126,0.046,0.734,0.094,14354
"14355",0.246,0.23,0.242,0.282,14355
"14356",0.038,0.728,0.146,0.088,14356
"14357",0.078,0.036,0.802,0.084,14357
"14358",0.802,0.046,0.05,0.102,14358
"14359",0.136,0.088,0.45,0.326,14359
"14360",0.77,0.052,0.1,0.078,14360
"14361",0.69,0.066,0.116,0.128,14361
"14362",0.688,0.11,0.108,0.094,14362
"14363",0.112,0.12,0.696,0.072,14363
"14364",0.246,0.32,0.284,0.15,14364
"14365",0.09,0.052,0.03,0.828,14365
"14366",0.046,0.794,0.054,0.106,14366
"14367",0.778,0.104,0.03,0.088,14367
"14368",0.03,0.074,0.812,0.084,14368
"14369",0.034,0.72,0.144,0.102,14369
"14370",0.118,0.458,0.218,0.206,14370
"14371",0.038,0.084,0.14,0.738,14371
"14372",0.044,0.04,0.826,0.09,14372
"14373",0.038,0.058,0.028,0.876,14373
"14374",0.052,0.062,0.144,0.742,14374
"14375",0.04,0.058,0.028,0.874,14375
"14376",0.042,0.064,0.792,0.102,14376
"14377",0.032,0.172,0.032,0.764,14377
"14378",0.132,0.12,0.174,0.574,14378
"14379",0.1,0.068,0.032,0.8,14379
"14380",0.038,0.094,0.048,0.82,14380
"14381",0.068,0.032,0.064,0.836,14381
"14382",0.064,0.812,0.044,0.08,14382
"14383",0.056,0.066,0.034,0.844,14383
"14384",0.134,0.108,0.72,0.038,14384
"14385",0.102,0.03,0.088,0.78,14385
"14386",0.118,0.018,0.078,0.786,14386
"14387",0.068,0.788,0.026,0.118,14387
"14388",0.76,0.044,0.07,0.126,14388
"14389",0.104,0.044,0.022,0.83,14389
"14390",0.038,0.036,0.146,0.78,14390
"14391",0.02,0.032,0.836,0.112,14391
"14392",0.046,0.024,0.172,0.758,14392
"14393",0.198,0.094,0.196,0.512,14393
"14394",0.08,0.026,0.088,0.806,14394
"14395",0.036,0.072,0.806,0.086,14395
"14396",0.076,0.104,0.762,0.058,14396
"14397",0.054,0.128,0.024,0.794,14397
"14398",0.132,0.028,0.75,0.09,14398
"14399",0.142,0.088,0.128,0.642,14399
"14400",0.052,0.036,0.11,0.802,14400
"14401",0.104,0.79,0.046,0.06,14401
"14402",0.02,0.806,0.11,0.064,14402
"14403",0.258,0.178,0.28,0.284,14403
"14404",0.046,0.422,0.306,0.226,14404
"14405",0.126,0.784,0.06,0.03,14405
"14406",0.12,0.754,0.018,0.108,14406
"14407",0.094,0.384,0.376,0.146,14407
"14408",0.162,0.694,0.11,0.034,14408
"14409",0.172,0.734,0.02,0.074,14409
"14410",0.118,0.658,0.114,0.11,14410
"14411",0.164,0.07,0.686,0.08,14411
"14412",0.15,0.7,0.058,0.092,14412
"14413",0.162,0.35,0.076,0.412,14413
"14414",0.068,0.81,0.026,0.096,14414
"14415",0.152,0.696,0.056,0.096,14415
"14416",0.082,0.66,0.166,0.092,14416
"14417",0.028,0.822,0.026,0.124,14417
"14418",0.094,0.588,0.158,0.16,14418
"14419",0.046,0.056,0.724,0.174,14419
"14420",0.19,0.722,0.024,0.064,14420
"14421",0.08,0.69,0.152,0.078,14421
"14422",0.136,0.05,0.654,0.16,14422
"14423",0.174,0.158,0.436,0.232,14423
"14424",0.136,0.152,0.24,0.472,14424
"14425",0.684,0.084,0.196,0.036,14425
"14426",0.712,0.048,0.126,0.114,14426
"14427",0.04,0.192,0.08,0.688,14427
"14428",0.062,0.206,0.064,0.668,14428
"14429",0.064,0.13,0.092,0.714,14429
"14430",0.07,0.682,0.168,0.08,14430
"14431",0.118,0.266,0.184,0.432,14431
"14432",0.136,0.474,0.176,0.214,14432
"14433",0.086,0.044,0.18,0.69,14433
"14434",0.038,0.036,0.178,0.748,14434
"14435",0.068,0.082,0.636,0.214,14435
"14436",0.072,0.052,0.084,0.792,14436
"14437",0.068,0.08,0.194,0.658,14437
"14438",0.202,0.104,0.046,0.648,14438
"14439",0.048,0.152,0.08,0.72,14439
"14440",0.168,0.088,0.086,0.658,14440
"14441",0.67,0.112,0.106,0.112,14441
"14442",0.07,0.038,0.056,0.836,14442
"14443",0.136,0.018,0.824,0.022,14443
"14444",0.098,0.062,0.08,0.76,14444
"14445",0.076,0.098,0.784,0.042,14445
"14446",0.168,0.144,0.096,0.592,14446
"14447",0.058,0.884,0.024,0.034,14447
"14448",0.07,0.04,0.764,0.126,14448
"14449",0.106,0.07,0.046,0.778,14449
"14450",0.152,0.286,0.122,0.44,14450
"14451",0.788,0.026,0.048,0.138,14451
"14452",0.074,0.044,0.026,0.856,14452
"14453",0.766,0.084,0.05,0.1,14453
"14454",0.046,0.036,0.108,0.81,14454
"14455",0.17,0.132,0.314,0.384,14455
"14456",0.028,0.146,0.056,0.77,14456
"14457",0.85,0.032,0.062,0.056,14457
"14458",0.064,0.014,0.08,0.842,14458
"14459",0.04,0.878,0.058,0.024,14459
"14460",0.164,0.066,0.68,0.09,14460
"14461",0.838,0.05,0.064,0.048,14461
"14462",0.734,0.042,0.064,0.16,14462
"14463",0.128,0.21,0.322,0.34,14463
"14464",0.784,0.038,0.128,0.05,14464
"14465",0.784,0.088,0.054,0.074,14465
"14466",0.036,0.088,0.708,0.168,14466
"14467",0.688,0.164,0.046,0.102,14467
"14468",0.072,0.846,0.05,0.032,14468
"14469",0.044,0.04,0.844,0.072,14469
"14470",0.836,0.046,0.034,0.084,14470
"14471",0.038,0.056,0.808,0.098,14471
"14472",0.05,0.83,0.032,0.088,14472
"14473",0.658,0.028,0.082,0.232,14473
"14474",0.04,0.848,0.072,0.04,14474
"14475",0.784,0.098,0.052,0.066,14475
"14476",0.272,0.128,0.152,0.448,14476
"14477",0.874,0.078,0.022,0.026,14477
"14478",0.042,0.788,0.048,0.122,14478
"14479",0.064,0.796,0.11,0.03,14479
"14480",0.058,0.032,0.86,0.05,14480
"14481",0.292,0.13,0.146,0.432,14481
"14482",0.766,0.074,0.066,0.094,14482
"14483",0.102,0.264,0.118,0.516,14483
"14484",0.064,0.11,0.03,0.796,14484
"14485",0.11,0.818,0.034,0.038,14485
"14486",0.09,0.696,0.052,0.162,14486
"14487",0.064,0.848,0.048,0.04,14487
"14488",0.678,0.066,0.074,0.182,14488
"14489",0.178,0.048,0.708,0.066,14489
"14490",0.65,0.24,0.038,0.072,14490
"14491",0.846,0.076,0.032,0.046,14491
"14492",0.11,0.21,0.266,0.414,14492
"14493",0.754,0.104,0.092,0.05,14493
"14494",0.706,0.036,0.228,0.03,14494
"14495",0.12,0.654,0.09,0.136,14495
"14496",0.048,0.04,0.742,0.17,14496
"14497",0.136,0.208,0.354,0.302,14497
"14498",0.314,0.016,0.65,0.02,14498
"14499",0.136,0.152,0.032,0.68,14499
"14500",0.082,0.45,0.084,0.384,14500
"14501",0.15,0.022,0.664,0.164,14501
"14502",0.662,0.052,0.256,0.03,14502
"14503",0.65,0.03,0.21,0.11,14503
"14504",0.06,0.026,0.662,0.252,14504
"14505",0.254,0.022,0.672,0.052,14505
"14506",0.832,0.016,0.03,0.122,14506
"14507",0.66,0.024,0.034,0.282,14507
"14508",0.716,0.22,0.024,0.04,14508
"14509",0.708,0.032,0.044,0.216,14509
"14510",0.146,0.108,0.196,0.55,14510
"14511",0.174,0.076,0.656,0.094,14511
"14512",0.256,0.05,0.66,0.034,14512
"14513",0.054,0.728,0.024,0.194,14513
"14514",0.632,0.172,0.028,0.168,14514
"14515",0.072,0.688,0.06,0.18,14515
"14516",0.684,0.02,0.04,0.256,14516
"14517",0.674,0.132,0.038,0.156,14517
"14518",0.052,0.17,0.658,0.12,14518
"14519",0.064,0.796,0.036,0.104,14519
"14520",0.628,0.142,0.134,0.096,14520
"14521",0.046,0.02,0.836,0.098,14521
"14522",0.022,0.684,0.168,0.126,14522
"14523",0.662,0.028,0.22,0.09,14523
"14524",0.062,0.372,0.388,0.178,14524
"14525",0.022,0.672,0.264,0.042,14525
"14526",0.096,0.08,0.474,0.35,14526
"14527",0.056,0.02,0.858,0.066,14527
"14528",0.116,0.036,0.678,0.17,14528
"14529",0.77,0.068,0.024,0.138,14529
"14530",0.03,0.834,0.044,0.092,14530
"14531",0.128,0.06,0.678,0.134,14531
"14532",0.036,0.056,0.85,0.058,14532
"14533",0.656,0.046,0.018,0.28,14533
"14534",0.036,0.5,0.404,0.06,14534
"14535",0.012,0.854,0.03,0.104,14535
"14536",0.09,0.764,0.026,0.12,14536
"14537",0.03,0.138,0.674,0.158,14537
"14538",0.694,0.158,0.042,0.106,14538
"14539",0.066,0.724,0.074,0.136,14539
"14540",0.098,0.636,0.072,0.194,14540
"14541",0.022,0.032,0.764,0.182,14541
"14542",0.034,0.086,0.708,0.172,14542
"14543",0.092,0.578,0.184,0.146,14543
"14544",0.224,0.152,0.1,0.524,14544
"14545",0.136,0.734,0.03,0.1,14545
"14546",0.034,0.826,0.026,0.114,14546
"14547",0.05,0.728,0.046,0.176,14547
"14548",0.132,0.754,0.04,0.074,14548
"14549",0.084,0.02,0.788,0.108,14549
"14550",0.032,0.072,0.768,0.128,14550
"14551",0.208,0.14,0.33,0.322,14551
"14552",0.722,0.09,0.116,0.072,14552
"14553",0.09,0.058,0.726,0.126,14553
"14554",0.856,0.034,0.032,0.078,14554
"14555",0.144,0.696,0.022,0.138,14555
"14556",0.182,0.736,0.044,0.038,14556
"14557",0.644,0.116,0.136,0.104,14557
"14558",0.094,0.68,0.08,0.146,14558
"14559",0.068,0.494,0.146,0.292,14559
"14560",0.03,0.68,0.248,0.042,14560
"14561",0.234,0.63,0.086,0.05,14561
"14562",0.088,0.078,0.388,0.446,14562
"14563",0.038,0.79,0.084,0.088,14563
"14564",0.032,0.736,0.03,0.202,14564
"14565",0.452,0.108,0.124,0.316,14565
"14566",0.056,0.098,0.672,0.174,14566
"14567",0.016,0.696,0.14,0.148,14567
"14568",0.05,0.708,0.122,0.12,14568
"14569",0.186,0.682,0.052,0.08,14569
"14570",0.74,0.074,0.022,0.164,14570
"14571",0.666,0.124,0.024,0.186,14571
"14572",0.024,0.216,0.65,0.11,14572
"14573",0.136,0.104,0.17,0.59,14573
"14574",0.39,0.348,0.114,0.148,14574
"14575",0.724,0.042,0.158,0.076,14575
"14576",0.146,0.33,0.262,0.262,14576
"14577",0.712,0.068,0.1,0.12,14577
"14578",0.66,0.168,0.144,0.028,14578
"14579",0.07,0.124,0.684,0.122,14579
"14580",0.1,0.786,0.042,0.072,14580
"14581",0.856,0.028,0.038,0.078,14581
"14582",0.086,0.524,0.196,0.194,14582
"14583",0.072,0.774,0.054,0.1,14583
"14584",0.76,0.154,0.056,0.03,14584
"14585",0.698,0.164,0.044,0.094,14585
"14586",0.054,0.78,0.084,0.082,14586
"14587",0.66,0.05,0.116,0.174,14587
"14588",0.074,0.048,0.748,0.13,14588
"14589",0.698,0.08,0.066,0.156,14589
"14590",0.74,0.06,0.122,0.078,14590
"14591",0.072,0.066,0.75,0.112,14591
"14592",0.052,0.048,0.764,0.136,14592
"14593",0.426,0.23,0.16,0.184,14593
"14594",0.082,0.068,0.09,0.76,14594
"14595",0.038,0.1,0.816,0.046,14595
"14596",0.118,0.148,0.048,0.686,14596
"14597",0.08,0.072,0.726,0.122,14597
"14598",0.08,0.098,0.75,0.072,14598
"14599",0.168,0.05,0.1,0.682,14599
"14600",0.496,0.292,0.076,0.136,14600
"14601",0.142,0.362,0.122,0.374,14601
"14602",0.152,0.128,0.06,0.66,14602
"14603",0.102,0.588,0.132,0.178,14603
"14604",0.162,0.428,0.116,0.294,14604
"14605",0.652,0.156,0.054,0.138,14605
"14606",0.106,0.054,0.212,0.628,14606
"14607",0.054,0.046,0.152,0.748,14607
"14608",0.072,0.102,0.052,0.774,14608
"14609",0.222,0.032,0.062,0.684,14609
"14610",0.058,0.07,0.054,0.818,14610
"14611",0.09,0.092,0.056,0.762,14611
"14612",0.12,0.09,0.69,0.1,14612
"14613",0.216,0.7,0.04,0.044,14613
"14614",0.724,0.148,0.016,0.112,14614
"14615",0.21,0.75,0.014,0.026,14615
"14616",0.72,0.132,0.102,0.046,14616
"14617",0.732,0.18,0.034,0.054,14617
"14618",0.642,0.09,0.13,0.138,14618
"14619",0.03,0.286,0.664,0.02,14619
"14620",0.068,0.654,0.184,0.094,14620
"14621",0.664,0.106,0.054,0.176,14621
"14622",0.076,0.716,0.08,0.128,14622
"14623",0.178,0.034,0.696,0.092,14623
"14624",0.778,0.084,0.068,0.07,14624
"14625",0.054,0.744,0.04,0.162,14625
"14626",0.034,0.664,0.228,0.074,14626
"14627",0.672,0.088,0.136,0.104,14627
"14628",0.03,0.698,0.24,0.032,14628
"14629",0.066,0.444,0.096,0.394,14629
"14630",0.702,0.226,0.018,0.054,14630
"14631",0.83,0.038,0.038,0.094,14631
"14632",0.128,0.046,0.068,0.758,14632
"14633",0.764,0.076,0.028,0.132,14633
"14634",0.054,0.116,0.062,0.768,14634
"14635",0.73,0.052,0.046,0.172,14635
"14636",0.712,0.044,0.07,0.174,14636
"14637",0.088,0.748,0.026,0.138,14637
"14638",0.042,0.028,0.86,0.07,14638
"14639",0.858,0.05,0.026,0.066,14639
"14640",0.804,0.058,0.034,0.104,14640
"14641",0.844,0.066,0.034,0.056,14641
"14642",0.646,0.132,0.096,0.126,14642
"14643",0.364,0.148,0.152,0.336,14643
"14644",0.066,0.746,0.042,0.146,14644
"14645",0.034,0.064,0.748,0.154,14645
"14646",0.042,0.08,0.752,0.126,14646
"14647",0.04,0.082,0.704,0.174,14647
"14648",0.712,0.064,0.056,0.168,14648
"14649",0.728,0.078,0.04,0.154,14649
"14650",0.286,0.254,0.104,0.356,14650
"14651",0.094,0.082,0.508,0.316,14651
"14652",0.176,0.054,0.718,0.052,14652
"14653",0.06,0.032,0.812,0.096,14653
"14654",0.042,0.082,0.12,0.756,14654
"14655",0.036,0.072,0.092,0.8,14655
"14656",0.034,0.14,0.04,0.786,14656
"14657",0.264,0.262,0.17,0.304,14657
"14658",0.102,0.1,0.522,0.276,14658
"14659",0.896,0.022,0.034,0.048,14659
"14660",0.026,0.814,0.072,0.088,14660
"14661",0.02,0.062,0.87,0.048,14661
"14662",0.022,0.014,0.22,0.744,14662
"14663",0.016,0.056,0.118,0.81,14663
"14664",0.04,0.884,0.02,0.056,14664
"14665",0.04,0.144,0.03,0.786,14665
"14666",0.244,0.064,0.27,0.422,14666
"14667",0.794,0.038,0.064,0.104,14667
"14668",0.104,0.118,0.064,0.714,14668
"14669",0.29,0.18,0.062,0.468,14669
"14670",0.106,0.06,0.186,0.648,14670
"14671",0.05,0.21,0.274,0.466,14671
"14672",0.056,0.756,0.032,0.156,14672
"14673",0.2,0.686,0.078,0.036,14673
"14674",0.006,0.08,0.886,0.028,14674
"14675",0.078,0.106,0.058,0.758,14675
"14676",0.22,0.05,0.69,0.04,14676
"14677",0.018,0.044,0.73,0.208,14677
"14678",0.76,0.022,0.172,0.046,14678
"14679",0.072,0.642,0.212,0.074,14679
"14680",0.016,0.73,0.12,0.134,14680
"14681",0.044,0.7,0.034,0.222,14681
"14682",0.02,0.188,0.654,0.138,14682
"14683",0.154,0.094,0.074,0.678,14683
"14684",0.144,0.066,0.222,0.568,14684
"14685",0.19,0.14,0.644,0.026,14685
"14686",0.006,0.018,0.686,0.29,14686
"14687",0.678,0.014,0.272,0.036,14687
"14688",0.024,0.078,0.734,0.164,14688
"14689",0.038,0.048,0.742,0.172,14689
"14690",0.134,0.722,0.05,0.094,14690
"14691",0.138,0.08,0.682,0.1,14691
"14692",0.206,0.344,0.188,0.262,14692
"14693",0.764,0.05,0.078,0.108,14693
"14694",0.056,0.032,0.842,0.07,14694
"14695",0.092,0.026,0.744,0.138,14695
"14696",0.106,0.316,0.118,0.46,14696
"14697",0.016,0.85,0.042,0.092,14697
"14698",0.094,0.106,0.426,0.374,14698
"14699",0.74,0.034,0.034,0.192,14699
"14700",0.04,0.822,0.042,0.096,14700
"14701",0.032,0.752,0.078,0.138,14701
"14702",0.682,0.066,0.062,0.19,14702
"14703",0.712,0.042,0.108,0.138,14703
"14704",0.672,0.05,0.118,0.16,14704
"14705",0.05,0.066,0.794,0.09,14705
"14706",0.038,0.164,0.68,0.118,14706
"14707",0.162,0.184,0.214,0.44,14707
"14708",0.09,0.062,0.076,0.772,14708
"14709",0.038,0.05,0.776,0.136,14709
"14710",0.032,0.706,0.176,0.086,14710
"14711",0.756,0.07,0.08,0.094,14711
"14712",0.048,0.162,0.06,0.73,14712
"14713",0.232,0.162,0.154,0.452,14713
"14714",0.662,0.034,0.164,0.14,14714
"14715",0.09,0.06,0.044,0.806,14715
"14716",0.066,0.08,0.07,0.784,14716
"14717",0.108,0.172,0.33,0.39,14717
"14718",0.064,0.05,0.824,0.062,14718
"14719",0.08,0.056,0.74,0.124,14719
"14720",0.028,0.764,0.098,0.11,14720
"14721",0.056,0.036,0.788,0.12,14721
"14722",0.042,0.066,0.7,0.192,14722
"14723",0.08,0.078,0.072,0.77,14723
"14724",0.098,0.156,0.036,0.71,14724
"14725",0.716,0.072,0.042,0.17,14725
"14726",0.31,0.212,0.072,0.406,14726
"14727",0.052,0.068,0.716,0.164,14727
"14728",0.044,0.738,0.088,0.13,14728
"14729",0.054,0.722,0.086,0.138,14729
"14730",0.038,0.064,0.734,0.164,14730
"14731",0.12,0.668,0.066,0.146,14731
"14732",0.032,0.058,0.802,0.108,14732
"14733",0.16,0.042,0.648,0.15,14733
"14734",0.06,0.052,0.728,0.16,14734
"14735",0.642,0.156,0.022,0.18,14735
"14736",0.146,0.678,0.024,0.152,14736
"14737",0.052,0.706,0.178,0.064,14737
"14738",0.776,0.02,0.116,0.088,14738
"14739",0.142,0.792,0.014,0.052,14739
"14740",0.14,0.644,0.054,0.162,14740
"14741",0.096,0.644,0.146,0.114,14741
"14742",0.704,0.042,0.096,0.158,14742
"14743",0.696,0.176,0.028,0.1,14743
"14744",0.722,0.062,0.032,0.184,14744
"14745",0.04,0.07,0.07,0.82,14745
"14746",0.792,0.072,0.03,0.106,14746
"14747",0.16,0.408,0.174,0.258,14747
"14748",0.762,0.074,0.078,0.086,14748
"14749",0.054,0.086,0.804,0.056,14749
"14750",0.792,0.102,0.036,0.07,14750
"14751",0.392,0.384,0.106,0.118,14751
"14752",0.066,0.14,0.044,0.75,14752
"14753",0.07,0.608,0.07,0.252,14753
"14754",0.172,0.04,0.752,0.036,14754
"14755",0.096,0.524,0.144,0.236,14755
"14756",0.204,0.05,0.03,0.716,14756
"14757",0.03,0.052,0.078,0.84,14757
"14758",0.886,0.04,0.022,0.052,14758
"14759",0.18,0.112,0.154,0.554,14759
"14760",0.036,0.87,0.038,0.056,14760
"14761",0.026,0.876,0.028,0.07,14761
"14762",0.16,0.058,0.09,0.692,14762
"14763",0.74,0.08,0.062,0.118,14763
"14764",0.032,0.74,0.076,0.152,14764
"14765",0.05,0.776,0.04,0.134,14765
"14766",0.038,0.058,0.76,0.144,14766
"14767",0.04,0.066,0.08,0.814,14767
"14768",0.03,0.658,0.222,0.09,14768
"14769",0.058,0.062,0.054,0.826,14769
"14770",0.024,0.85,0.04,0.086,14770
"14771",0.106,0.216,0.508,0.17,14771
"14772",0.412,0.172,0.096,0.32,14772
"14773",0.124,0.14,0.148,0.588,14773
"14774",0.134,0.084,0.61,0.172,14774
"14775",0.828,0.068,0.048,0.056,14775
"14776",0.134,0.11,0.688,0.068,14776
"14777",0.036,0.08,0.826,0.058,14777
"14778",0.036,0.888,0.032,0.044,14778
"14779",0.042,0.832,0.042,0.084,14779
"14780",0.406,0.142,0.27,0.182,14780
"14781",0.262,0.316,0.12,0.302,14781
"14782",0.034,0.09,0.816,0.06,14782
"14783",0.298,0.282,0.246,0.174,14783
"14784",0.242,0.32,0.118,0.32,14784
"14785",0.71,0.13,0.03,0.13,14785
"14786",0.094,0.058,0.736,0.112,14786
"14787",0.084,0.142,0.718,0.056,14787
"14788",0.076,0.736,0.072,0.116,14788
"14789",0.104,0.562,0.09,0.244,14789
"14790",0.368,0.456,0.07,0.106,14790
"14791",0.762,0.114,0.046,0.078,14791
"14792",0.086,0.062,0.036,0.816,14792
"14793",0.05,0.154,0.09,0.706,14793
"14794",0.028,0.066,0.848,0.058,14794
"14795",0.056,0.124,0.104,0.716,14795
"14796",0.036,0.052,0.076,0.836,14796
"14797",0.08,0.11,0.444,0.366,14797
"14798",0.202,0.672,0.032,0.094,14798
"14799",0.07,0.05,0.084,0.796,14799
"14800",0.798,0.032,0.102,0.068,14800
"14801",0.032,0.072,0.112,0.784,14801
"14802",0.062,0.79,0.044,0.104,14802
"14803",0.044,0.806,0.046,0.104,14803
"14804",0.052,0.714,0.072,0.162,14804
"14805",0.16,0.036,0.714,0.09,14805
"14806",0.874,0.03,0.026,0.07,14806
"14807",0.302,0.278,0.078,0.342,14807
"14808",0.16,0.454,0.092,0.294,14808
"14809",0.036,0.044,0.784,0.136,14809
"14810",0.172,0.05,0.664,0.114,14810
"14811",0.032,0.066,0.842,0.06,14811
"14812",0.036,0.042,0.696,0.226,14812
"14813",0.168,0.284,0.178,0.37,14813
"14814",0.766,0.026,0.084,0.124,14814
"14815",0.04,0.048,0.054,0.858,14815
"14816",0.06,0.128,0.426,0.386,14816
"14817",0.768,0.046,0.042,0.144,14817
"14818",0.032,0.844,0.034,0.09,14818
"14819",0.166,0.284,0.074,0.476,14819
"14820",0.502,0.076,0.248,0.174,14820
"14821",0.226,0.158,0.28,0.336,14821
"14822",0.034,0.798,0.116,0.052,14822
"14823",0.076,0.72,0.15,0.054,14823
"14824",0.1,0.706,0.052,0.142,14824
"14825",0.106,0.442,0.1,0.352,14825
"14826",0.6,0.094,0.102,0.204,14826
"14827",0.044,0.076,0.748,0.132,14827
"14828",0.09,0.708,0.04,0.162,14828
"14829",0.076,0.806,0.05,0.068,14829
"14830",0.778,0.056,0.032,0.134,14830
"14831",0.356,0.126,0.328,0.19,14831
"14832",0.814,0.046,0.06,0.08,14832
"14833",0.156,0.4,0.098,0.346,14833
"14834",0.046,0.052,0.824,0.078,14834
"14835",0.152,0.394,0.342,0.112,14835
"14836",0.08,0.042,0.802,0.076,14836
"14837",0.156,0.504,0.094,0.246,14837
"14838",0.778,0.138,0.02,0.064,14838
"14839",0.052,0.112,0.732,0.104,14839
"14840",0.07,0.812,0.034,0.084,14840
"14841",0.078,0.776,0.03,0.116,14841
"14842",0.126,0.158,0.032,0.684,14842
"14843",0.712,0.112,0.064,0.112,14843
"14844",0.736,0.08,0.05,0.134,14844
"14845",0.868,0.026,0.056,0.05,14845
"14846",0.036,0.12,0.166,0.678,14846
"14847",0.03,0.164,0.032,0.774,14847
"14848",0.674,0.028,0.154,0.144,14848
"14849",0.048,0.082,0.03,0.84,14849
"14850",0.124,0.04,0.052,0.784,14850
"14851",0.094,0.026,0.052,0.828,14851
"14852",0.224,0.028,0.04,0.708,14852
"14853",0.646,0.048,0.248,0.058,14853
"14854",0.04,0.032,0.198,0.73,14854
"14855",0.07,0.056,0.028,0.846,14855
"14856",0.016,0.038,0.25,0.696,14856
"14857",0.106,0.066,0.04,0.788,14857
"14858",0.764,0.072,0.06,0.104,14858
"14859",0.024,0.02,0.844,0.112,14859
"14860",0.042,0.084,0.038,0.836,14860
"14861",0.088,0.054,0.758,0.1,14861
"14862",0.046,0.062,0.026,0.866,14862
"14863",0.022,0.058,0.842,0.078,14863
